Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"Before giving a boiler a bottom blow, it should be taken off the line and then the __________.",MEP,B,water level initially lowered below normal,boiler steam pressure should be increased,water level initially raise above normal,boiler air cock should be cracked,,,3
Which of the following locations could desuperheated steam be consider to occur?; ;  I. spray attemporator  ; II. main engine extractions,MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
"When testing boiler flue gas with a chemical absorption apparatus, to obtain accurate results  __________.",MEP,B,prevent any air from contaminating the gas sample,"analyze for CO, O2 and CO2 in that order",run each analysis for at least 3 minutes,purge the apparatus with air before use,,,1
One function of burner atomization steam is to __________.,MEP,B,maintain a constantly high fuel pressure,prevent overheating of the atomizer when secured,maintain a constantly high fuel temperature,impart swirling motion to the oil for efficient combustion,,,4
A thick dark colored ring three to four inches wide forming at the steaming level in the boiler steam drum is usually evidence of __________.,MEP,B,turbine oil contamination of feedwater,fuel oil contamination of feedwater,black iron oxide pitting,alkaline sludge deposition,,,2
How is a diaphragm type steam whistle protected from damage due to entrained condensate?,MEP,B,High temperature steam is used in the whistle.,Condensate drains from the horn each time the whistle is blown.,A water separator is installed in the steam supply line.,The diaphragm separates condensate from steam.,,,3
An excessive power loss in a straight reaction turbine is commonly caused by __________.,MEP,B,improper nozzle angle,excessive fluid friction,leaking diaphragm packing,abnormal tip leakage,,,4
When is the best time to give a boiler a bottom blow?,MEP,B,Just before placing it on the line.,Just after placing it on the line.,Just after taking it off the line.,When the boiler pressure has dropped to zero.,,,3
If the salinity indicator located in the main condensate pump discharge piping causes an alarm to sound there is a danger of __________.,MEP,B,low condensate depression,low condensate temperature,salting up the boilers,contaminating the distilled tank,,,3
The differential temperature of the main condenser circulating water during normal operation will be affected by __________.; ;  I.  Change in circulating pump speed  ; II.  The addition of make up feed,MEP,B,I only,II only,Both I and II,Neither I nor II,,,1
The absence of carbon monoxide in the flue gas of a boiler  indicates __________.,MEP,B,nearly complete combustion,too much excess air,contaminated fuel oil,low carbon content of fuel,,,1
"A boiler has a steam delivery capacity of 100,000 pounds per hour, and is equipped with four steam atomizing burners.  If the load range of the burners is 4 to 1, this means that __________.",MEP,B,"the boiler may be operated down to 25,000 pounds per hour without securing any burners","the boiler may be operated down to 25,000 pounds per hour only after three burners are secured","if two burners are operating, steam output will be a minimum of 50,000 pounds per hour","all four burners combined can supply up to 400,000 pounds of steam per hour",,,1
Excessive alkalinity of boiler water will contribute to the possible problem of __________.,MEP,B,caustic embrittlement,scale formation,calcium carbonate precipitation,sodium sulfite reacting with dissolved oxygen,,,1
A vent line is provided on each water box of the main condenser in order to prevent __________.; ;  I. excess pressure from being exerted on the tube  sheet  ; II. vapor binding of the main circulating pump,MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
"An energy loss associated with a reaction turbine, but not  an impulse turbine, is __________.",MEP,B,throttling loss,windage loss,tip leakage loss,leaving loss,,,3
Which of the precautions listed should be taken prior to blowing down a boiler water wall header?,MEP,B,Relieve the pressure and cool down the boiler.,Raise the water level above the surface blow.,Take the boiler out of service.,Reduce the firing rate of the boiler to its minimum.,,,3
Which condition would cause an excessively high level in the deaerating feedwater tank (Direct Contact) heater during maneuvering?,MEP,B,Excessive dumping of feedwater to the distilled water tank.,Excessive recirculation of condensate to the auxilary condenser.,Improper operation of the live steam makeup valve supplying the auxiliary exhaust system.,Open bypass valve to the automatic makeup valve assembly.,,,4
"If a salinity alarm system indicates 2.5 grains per gallon  at the main condensate pump discharge, your first action should be to __________.",MEP,B,blowdown the boilers and add make up water,chemically test the condensate for chloride content,reduce main engine speed and line up the exhaust to the auxiliary condenser,calibrate the salinity cell for accuracy,,,2
Air leaks to the boiler inner casing could cause __________.; ;  I. oxidation of furnace surfaces  ; II. less than adequate combustion temperatures,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
The differential temperature of the main condenser circulating water will be affected by __________.; ;  I.  change in sea temperature  ; II.  degree or amount of scaling or fouling,MEP,B,I only,II only,Either I or II,Neither I nor II,,,3
"In a steam assist fuel oil atomizer, the steam pressure is  higher than the oil pressure at __________.",MEP,B,design boiler load,minimum boiler load,high fuel viscosity,low fuel viscosity,,,2
Babbitt metal is used to make __________.,MEP,B,pump packing rings,shaft journals,bearing surfaces,nonsparking tools,,,3
A steam supplied heat exchanger will fail to maintain the designed quantity of heated liquid output if the  __________.; ;  I. steam supply absolute pressure is increased  ; II. tubes are leaking,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
"Leakage over the ends of the blade tips, as a result of the pressure differential between each row of blades in a reaction turbine, can be reduced by __________.",MEP,B,thin tipping,end-tightening,seal stripping,All of the above are correct.,,,4
"If a boiler is being steamed at a high firing rate, blowing down a water wall header without taking any other precaution could result in __________.",MEP,B,excessive strain on boiler blowdown lines,erratic operation of the automatic feedwater regulating valve,load imbalance between other boilers on the line,interruption of water circulation,,,4
Scavenging air lines are connected to stack periscopes to __________.; ;  I. keep the mirrors clean  ; II. protect the optical devices from boiler combustion gases,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
"A flue gas air heater, when installed in a boiler, would be accompanied by the operating characteristic(s) of __________.; ;  I. higher furnace temperatures than a boiler without an air heater  ; II. greater heat absorption per pound of fuel",MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
"If a ship is to be laid up for an indefinite period, the steam side of the main condenser should be __________.",MEP,B,filled with dry air,left under a vacuum,emptied of all water,"pressurized to approximately 5 psig with nitrogen, 99.5% pure by volume",,,3
"When required, the metal thickness of boilers can be tested by __________.; ;  I. non-destructive gauging  ; II. drilling, followed by visual inspection",MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
The efficiency of boiler combustion can be measured by the  relative proportions of certain elements in the flue gases. The elements measured are __________.,MEP,B,"nitrogen, carbon dioxide, and oxygen","nitrogen, carbon monoxide, and oxygen","carbon dioxide, oxygen, and carbon monoxide","nitrogen, carbon dioxide, and carbon monoxide",,,3
Why should the fuel oil be recirculated before lighting off a cold boiler?,MEP,B,To allow the fuel strainers to thoroughly clean the fuel.,To heat the fuel enough for proper atomization.,To ensure that all water is removed from the fuel.,To allow fuel pressure to buildup gradually.,,,2
The formation of a pit in a boiler tube is most likely to occur when __________.,MEP,B,waterside deposits are present,sludge is present,dissolved oxygen is present,the tube metal acts as a cathode,,,3
"While bunkering your ship, the #3 double bottom tanks across are the last to be filled, with the centerline tanks being  relatively the largest.  These four tanks were empty at the beginning of bunkering, and each of the four transfer valves are the same size and have been opened the same number of turns.  In general, you would find that __________.",MEP,B,all four tanks will be topped at the same time,"to top off the centerline tanks last, the valves to the outboard tanks should be choked closed until the static leg pressure begins to rise","to top off the centerline tanks last, the valves to these tanks should be choked closed until the static leg pressure begins to rise",it is best to top off the outboard tanks last as small tanks are easier to control when completing the filling of the tanks.,,,3
Excessive clearance between reaction blade tips and the turbine casing will result in __________.,MEP,B,excessive thrust bearing load,a pressure drop across the blades,steam leakage over the blade tips,erosion of the blades,,,3
Blowing down a water wall header while steaming a boiler at a high firing rate could result in __________.,MEP,B,excessive strain on boiler blowdown lines,the thermo-hydraulic feedwater regulator valve slamming closed,a load imbalance between other boilers on the line,an interruption in the water circulation,,,4
"In order to test the lifting pressure of the deaerating feed heater relief valve, you would __________.; ;  I.  close the auxiliary exhaust dump valves to the  main and auxiliary condensers  ; II. increase the set point of the reduced steam  pressure to the auxiliary steam system",MEP,B,I only,II only,Both I and II,Neither I nor II,,,1
"For a gravity type lube oil system, a remote pressure sensing device is installed on the main unit to enable the watch engineer to __________.; ;  I. determine if there is sufficient lube oil flow to the main engine  ; II. be certain that the bearings are being adequately lubricated",MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
Electrolytic corrosion in the condenser circulating water system can be reduced by __________.,MEP,B,decreasing the velocity of the circulating water through the waterboxes,using zinc plates in the waterboxes,chemically treating the condensate formed in the hotwell,decreasing the volume of water in the system,,,2
In order to prevent fires from occuring in drum type rotating air heaters __________.; ;  I. soot blowers need to be used when boiler is operating at low loads  ; II. stack gas temperatures should be maintained as low as possible,MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
Which condition would cause a dangerously low level in the  deaerating feedwater tank (Direct Contact) heater during maneuvering?,MEP,B,Excessive dumping of feedwater to the distilled water tank  via the automatic dump valve.,Excessive recirculation of condensate to the drain  inspection tank.,Improper operation of the auxiliary exhaust live steam dump valve.,Open bypass valve of the automatic/pneumatic makeup valve assembly.,,,1
Which test(s) are normally required to be performed during an annual inspection?; ;  I. An accumulation test  ; II. An evaporation rate test,MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
Dissolved oxygen entrained in the feedwater entering a boiler can cause __________.,MEP,B,erosion,localized pitting,caustic embrittlement,acid corrosion,,,2
The differential temperature of the main condenser circulating water will be affected by __________.; ;  I.  decrease in circulating pump pressure  ; II.  degree or amount of scaling or fouling,MEP,B,I only,II only,Either I or II,Neither I nor II,,,3
Which of the listed procedures should be followed in preparing a main propulsion plant for getting underway?,MEP,B,"Start the condensate and circulating pumps, check and start the lube oil system, engage the turning gear, then start the first-and second-stage air ejectors and the gland sealing.","Start the condensate and circulating pumps, check and start the lube oil system, start the air ejectors and the gland sealing system, then engage the turning gear.","Check and start the lube oil system, engage the turning gear, start the condensate and circulating pumps, start the gland sealing system and second-stage air ejector.","Check and start the lube oil system, start the second-stage air ejector and the gland sealing system, start the condensate and circulating pumps.",,,3
Under what operating conditions may water wall header drains be used for blowdown?,MEP,B,Only if the fires are secured and no steam is being generated.,During periods of carryover in the steam drum.,When the water level is out of sight in the gage glass.,When it is necessary for rapid drainage of the boiler.,,,1
A water-tube type boiler is more efficient than a fire-tube type boiler as __________.   I. a water-tube boiler requires less maintenance  II. the water-tube boiler produces more pounds of   steam per pound of boiler,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
A water-tube type boiler when compared to a fire-tube type boiler has an advantage of __________.; ;  I. a water-tube boiler requiring less chemical compounding  ; II. the fire-tube boiler providing a greater amount  of heat transfer to the water as the hot gases  pass through the tubes,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
Vapor blowing from the air ejector condenser vent may be caused by __________.,MEP,B,insufficient condensate flow,excess makeup feed being taken into the system,low condensate temperature,excessive condensate pump speed,,,1
A vent line is provided on each water box of the main condenser in order to prevent __________.; ;  I. insufficent head pressure being developed on the  circulating pump discharge  ; II. inadequate heat transfer from developing during  normal operation,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
"When burning fuel oil in a boiler, a high CO2 content is desired in the stack gas because __________.",MEP,B,more heat is liberated by the production of CO2 than CO,less excess air is required to produce CO2 than CO,efficient combustion is indicated even though the heat liberated is less than the heat produced by burning to CO,efficient combustion is indicated and the heat liberated is equal to the heat produced by the formation of CO,,,1
"When recirculating fuel oil prior to cold boiler start-up,  which of the listed actions should be carried out?",MEP,B,Increase forced draft fan speed.,Decrease forced draft fan speed.,Open the fuel oil meter bypass.,Open the fuel oil heater bypass.,,,3
Babbitt is a metal alloy commonly used for lining __________.,MEP,B,bearings,cylinder liners,bearing journals,saltwater piping,,,1
Machinery operating features are designed to help conserve energy.  Which of the following results will not contribute to energy conservation?,MEP,B,Reduction of friction.,Insulation of hot surfaces.,Lubrication of moving parts.,Elevation of condenser temperatures.,,,4
"Prior to rolling the main turbines in preparation for getting underway, you should __________.",MEP,B,check the bilge level warning light to ensure it is extinguished,open the reduction gear casing access plates and inspect the lube oil spray pattern,circulate the lube oil through both banks of the cooler,disengage the turning gear,,,4
Advances in metallurgy and improved methods of boiler tube  fabrication has led to lighter tubes with wall thicknesses  in the vicinity of 0.1 inches.  A characteristic of these thin walled tubes is __________.,MEP,B,low tube metal temperatures,decreased probability of tube failure,better heat transfer characteristics,all of the above,,,4
A steam supplied heat exchanger will fail to maintain the designed quantity of heated liquid output if the  __________.; ;  I. steam side shell absolute pressure is decreased  ; II. heat exchanger drain is leaking,MEP,B,I only,II only,Both I and II,Neither I nor II,,,1
Which condition would cause an excessively high level in the deaerating feedwater tank (Direct Contact)  heater?,MEP,B,Excessive dumping of feedwater to the distilled water tank.,Excessive recirculation of condensate to the auxiliary condenser.,Improper operation of the condensate makeup valve.,Improper operation of the condenser level square root extractor.,,,3
Scale in the air ejector first-stage nozzle could cause a decrease in the __________.,MEP,B,air ejector steam supply pressure,low pressure turbine exhaust temperature,condensing temperature in the condenser,condenser vacuum,,,4
A rapid loss of water from the deaerating feed tank and the sudden overflow of water from the distill tank would be caused by __________.; ;  I.  a sudden increase in steam demand while  maneuvering  ; II.  an unrestricted opening in the condensate spill  line from the deaerating feed tank,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
"A flue gas air heater, when installed in a boiler would be accompanied by the operating characteristic(s) of __________.; ;   I. higher uptake temperatures than a boiler without an air heater   ; II. lower corrosion rates in the uptakes and economiser",MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
"When preparing to light off a cold boiler, the fuel oil should be recirculated until it is __________.",MEP,B,heated enough for fine atomization,thoroughly cleaned by the fuel oil strainers,viscous enough for rapid pumping,entrained with air bubbles,,,1
"In a water-tube boiler, waterside scale formation is caused by __________.",MEP,B,sodium phosphate,calcium sulfate,magnesium phosphate,sodium hydroxide,,,2
Excessive priming in a propulsion boiler can cause severe damage to the_________.; ;  I. integral superheater  ; II. main steam turbine,MEP,B,I Only,II Only,Both I and II,Neither I nor II,,,3
Which of the following problems can occur from improper main turbine warm-up?,MEP,B,Distortion of the rotor,Rubbing of blades,Uneven casing heating,All of the above,,,4
"If it becomes necessary to remove water from a pressurized  main boiler, it should be directed __________.",MEP,B,into the bilges,overboard through the bottom blow line,into the cofferdam,into the reserve feed tank,,,2
Which condition would cause a dangerously low level in the deaerating feedwater tank (Direct Contact) heater as the vessel is increasing from maneuvering to sea speed?,MEP,B,Excessive dumping of feedwater to the drain inspection tank via the automatic dump valve,Excessive recirculation of condensate to the drain transfer tank,Internal collapse of a rubber expansion joint located in the condensate pump suction line,"Clogged ""Y"" strainer at the condensate inlet of the pneumatically operated condensate recirculating valve assembly",,,3
"Excessive priming in a propulsion boiler can lead to severe damage of the __________.; ;  I. downcomers installed in a ""D"" type boiler  ; II. main steam turbine reduction gears",MEP,B,I Only,II Only,Both I and II,Neither I nor II,,,4
Insufficient cooling water circulation through air ejector  intercondensers and aftercondensers will cause __________.,MEP,B,decreased vacuum in the main condenser,overheating of the air ejector nozzles,flooding of the aftercondenser,flooding of the loop seal,,,1
"The first and second stage air ejectors used with large sea water cooled steam, surface type condensers are designed to __________.; ;  I.  establish vacuum  ; II.  maintain vacuum",MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
An explosion or flareback could occur in a boiler if __________.,MEP,B,too much excess air were supplied for combustion,the boiler firing rate exceeded the end point of circulation,the fuel being burned had been heated to the flash point,the firebox is not purged before attempting to light a fire,,,4
Boiler downcomers serve the purpose of __________.; ;  I. distributing water within the water or mud drum  ; II. increasing the end point of carry-over,MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
Boiler water hardness is increased by __________.,MEP,B,zero alkalinity in the water,scale forming salts in the feedwater,dissolved gases in the water,improper operation of the DC heater,,,2
A badly warped boiler water tube can be reworked and bent back into shape by __________.; ;  I. heating it with a torch and reforming it with a soft mallet  ; II. cold pressing it back into shape with a hydraulic jack,MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
Turbine throttling losses can best be described as a loss of energy occurring __________.,MEP,B,as a result of friction created when steam passes through the nozzle block,whenever there is leakage of steam from one stage to another through the throttle valve packing gland,as a result of fluid friction caused by frequently  throttling the turbine wheel and blade speed,as steam passes through the steam admission valve and there is a drop in pressure without the performance of work,,,4
Which of the following statements represents the advantage  of using a small diameter boiler tube over a larger diameter tube?,MEP,B,Small diameter tubes reduce gas turbulence in the tube banks.,Small diameter tubes reduce the heating surface area.,Small diameter tubes are less affected by the insulating properties of soot.,Small diameter tubes provide for greater heat transfer rates.,,,1
"The steam drum installed in ""D"" type boilers serve to provide __________.; ;  I. a water reserve necessary for proper boiler  operation  ; II. an area for steam and moisture to separate",MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
"If the cooling water flow through the air ejector intercondensers and aftercondensers is inadequate, which of the problems listed will occur?",MEP,B,Air ejector nozzles will erode.,Aftercondenser will be flooded.,Loop seal will overheat and flash.,Absolute pressure will increase.,,,4
"In order to test the lifting pressure of the deaerating feed heater relief valve, you would __________.; ;  I.  place a gag on the relief valve  ; II.  increase the set point of the reduced steam pressure to the auxiliary steam system",MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
"Before an explosion can occur in a boiler furnace, there must be an accumulation of unburned fuel, sufficient air to form an explosive mixture, and a __________.",MEP,B,space large enough for the explosion to occur,ground in the burner ignition electrode,high steam demand on the boiler,source of ignition for the explosive mixture,,,4
The vent line from the main condender water boxes was not opened when the waterside was recharged. This would __________.; ; I.  lead to a build up of pressure on the tube sheet  of greater than 40 psig.; II.  prevent the design vacuum from being attained  under normal operating conditions at sea,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
"Scale formation on the waterside of boiler tubes, is generally produced by __________.",MEP,B,the salts of calcium and magnesium,metal oxides in the waterside,dissolved oxygen in the waterside,accumulations of phosphates in the feedwater,,,1
Burning of the firesides of tube in a water tube boiler is a direct result of __________.; ; I. flame impingement  ; II. excessive fuel atomization,MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
Which of the following statements represents an example of a throttling loss in a turbine?,MEP,B,Friction as steam passes over the walls of the nozzles.,Steam leaving the last stages of the turbine.,Steam passing through a steam admission valve.,Steam leaking over the tips of fixed and moving blades.,,,3
The greatest resistance to heat transfer from the fireside  to the waterside of a water-tube boiler takes place in the  __________.,MEP,B,steel tube wall itself,soot buildup directly on the tube exterior,gas film layer surrounding the tube,moving water and steam inside the tube,,,3
Which condition would cause a dangerously low level in the deaerating feedwater tank (Direct Contact) heater as the vessel is increasing from maneuvering to sea speed?,MEP,B,Excessive dumping of feedwater to the drain inspection tank via the automatic dump valve.,Excessive recirculation of condensate to the drain  transfer tank.,Improper operation of the auxiliary exhaust live steam dump valve.,"Clogged ""Y"" strainer at the air supply of the pneumatically operated condensate makeup valve assembly.",,,4
Excessively hot water returning to an atmospheric drain tank indicates __________.,MEP,B,the condensate recirculating valve is open,there is a loss of circulating water,a steam trap is hung open,a heating coil has ruptured,,,3
An accumulation of slag build up on the boiler furnace floor will cause __________. ;  I. peeling of furnace brickwork ;  II. overheating of the furnace floor,MEP,B,I only,II only,Both I and II,Neither I nor II,,,4
The most troublesome corrosive substances in boiler water are oxygen and __________.,MEP,B,hydrogen sulfide,sulfur dioxide,carbon dioxide,ammonia,,,3
Throttling the burner air register of a lit burner could result in __________.,MEP,B,carbon deposits on the register doors,carbon deposits on the furnace walls,too much excess air for combustion,excess combustion temperature in the furnace,,,2
Failure to remove calcium and magnesium from feedwater before it reaches the boiler can result in tube __________.,MEP,B,scaling,pitting,sludging,erosion,,,1
Which of the effects listed describes the changes in the velocity and pressure of the steam as it passes through a nozzle?,MEP,B,Velocity increases and pressure increases,Velocity increases and pressure decreases,Velocity decreases and pressure increases,Velocity decreases and pressure decreases,,,2
"In a watertube boiler, circulation is developed by the difference in the __________.; ;  I. tube length and various diameters  ; II. densities of the hot and cold water",MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
A ruptured boiler tube should be removed by __________.; ;  I. spliting the remaining tube sections with a safety ripping chisel  ; II. cutting out most of the tube and then allowing the remaining portion to disintegrate as the boiler is normally fired,MEP,B,I only,II only,Both I and II,Neither I nor II,,,1
Which of the conditions listed may be indicated by the lifting of the DC heater relief valve?,MEP,B,A malfunctioning auxiliary exhaust make-up steam  regulating valve.,Excessive deaeration of the feedwater.,Low back pressure in the auxiliary exhaust line.,Low water level continually maintained in the DC heater.,,,1
A set of first and second stage air ejectors are used with a large sea water cooled steam condenser. If the first stage air ejector is not in operation __________.; ;  I.  vacuum can not be established   ; II.  maximum operating vacuum can not be maintained,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
Sediment in fuel oil will cause __________.,MEP,B,sputtering of atomizers,panting in the furnace,excessive white smoke,clogged atomizer tips,,,4
"The distance piece in a boiler burner register assembly, provides for adjustment of the __________.",MEP,B,diffuser to attain the desired amount of secondary air flow,atomizer position to obtain the best mixing of air and oil,quantity of the primary and secondary air cones for best air flow,total volume of air and fuel admitted through the register,,,2
The vent line from the main condender water boxes was not opened when the waterside was recharged. This would __________.; ;  I.  lead to vapor binding of the main circulating  pump  ; II.  contribute to a higher than normal condensate  temperature entering the air ejector condenser,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
Which steam plant watch operating condition will require priority attention over the other situations listed?,MEP,B,Low oil level in the steering gear sumps,High lube oil level in all storage tanks,Low level effluent in chlorination section of sewage tank,Low bilge water levels throughout entire engineroom,,,1
An intermediate chamber is used in conjunction with labyrinth packing on a compound turbine for sealing steam __________.,MEP,B,leak off during periods of internal vacuum,supply during periods of low internal pressure,supply during periods of high internal pressures,propulsion of peripheral water seals,,,2
"Before giving a boiler a surface blow, you should __________.",MEP,B,raise the water level 2 or 3 inches above normal,lower the water level to the normal level,reduce the boiler firing rate to the minimum,take the boiler off the line and let it cool 1 hour,,,1
"If flaking of a hard alloy tube is noticed while the tube is being expanded into the tube sheet, this would indicate that __________.; ;  I. excessive pressure is being applied to the mandral   ; II. the incorrect mandral is being used",MEP,B,I only,II only,Both I and II,Neither I nor II,,,3
"If the DC heater relief valve lifts frequently, the cause can be excessive __________.",MEP,B,condensate supplied to the DC heater,auxiliary exhaust steam pressure,feedwater recirculated from the feed pump,makeup feed introduced to the system,,,2
Sediment in fuel oil will cause __________.,MEP,B,wear in the fuel oil pumps,clogging of the fuel oil heaters,wear in the sprayer plates,all of the above,,,4
"In an air register assembly, the largest quantity of air passes through the __________.",MEP,B,diffuser or impeller,stationary air foil or bladed cone,air door operating ring,atomizer assembly,,,2
Carbon dioxide dissolved in boiler water is dangerous in a  modern power boiler because the gas __________.,MEP,B,forms carbonic acid which attacks the watersides,breaks the magnetic iron oxide film inside boiler tubes,combines with sulfates to cause severe waterside pitting,combines with oxygen to cause severe waterside scaling,,,1
A convergent-divergent nozzle functions to __________.,MEP,B,reverse steam flow direction,control turbulent steam expansion,decrease steam velocity and increase steam pressure,decrease the specific volume of steam,,,2
"Before commencing a surface blow, the boiler __________.",MEP,B,should be cold,water level should be lowered to the surface blow line,water drum should be checked for sludge,water level should be raised 2 to 3 inches (5 to 7.6 cm) above normal,,,4
The purpose of the boiler furnace corbel is to __________.;  ; I. protect the water drum from direct flame impingement ; II. support the furnace wall,MEP,B,I only,II only,Both I and II,Neither I nor II,,,2
"In a boiler equipped with an automatic feedwater regulator, erratic variations in the water level could be caused by __________.",MEP,B,high solids content and foaming in the drum,ruptured feedwater control valve diaphragm,low feedwater temperature,high feedwater temperature,,,1
A boiler water tube would burn out as a result of __________.; ;  I. direct flame impingement  ; II. excessive soot accumulation,MEP,B,I only,II only,Both I and II,Neither I nor II,,,1
