Question_Title,Subject_Name,Group_Name,Answer_1,Answer_2,Answer_3,Answer_4,Answer_5,Answer_6,Correct_Answer
"Whether using a centrifuge or a simple filter, oil cleaning and filtration will be the most effective when the oil is at a __________.",Motor,B,high temperature and a high viscosity,high temperature and a low viscosity,low temperature and a high viscosity,low temperature and a low viscosity,,,2
"Cavitation erosion in the cooling water system of a diesel  engine usually occurs at the pump impeller, and on the waterside of the __________.",Motor,B,fuel nozzle holders,exhaust valve guides,engine cylinder liners,engine exhaust manifold,,,3
High firing pressures and a low exhaust temperature in a diesel engine may result from __________.,Motor,B,early exhaust valve opening,increased exhaust system back pressure,early fuel injection timing,low scavenge air temperature,,,3
Poor combustion in a diesel engine can be caused by __________.,Motor,B,high compression pressure,low intake air temperature,low exhaust pressure,high scavenge air pressure,,,2
"After each speed change, the compression of the diesel engine governor speeder spring is returned to a constant value, regardless of the amount of movement of the fuel control mechanism and engine load.  Hence, this results in  __________.",Motor,B,speed droop governing,isochronous governing,high sensitivity governing,relay-type governing,,,2
Fuel oil discharged to the diesel engine cylinder is atomized at the __________.,Motor,B,turbocharger,injector nozzle tip,carburetor,fuel oil pump,,,2
"The longer the ignition delay period occurs in a diesel engine, the __________.",Motor,B,less fuel will enter the cylinder,lower will be cylinder compression temperatures,more complete will be fuel combustion,more rapid will be the rise in combustion pressure,,,4
The load is always placed on the lower half of the main bearings in a/an __________.,Motor,B,two-stroke/cycle engine,four-stroke/cycle engine,reverse cycle engine,double acting engine,,,1
Which term describes piston pins having bearing surfaces in both the piston bosses and connecting rod eye?,Motor,B,Stationary,Full floating,Semi-floating,Free rolling,,,2
Diesel engine fuel oil leakage should be drained and additional precautions provided to __________.,Motor,B,return this oil to the proper storage tank,prevent contamination of lubricating oil by fuel oil,ascertain an accurate measurement of this leakage,drain cooling water system components,,,2
The easiest way to locate a defective diesel engine exhaust valves is by __________.,Motor,B,taking compression readings,inspecting the valves visually,comparing exhaust pyrometer readings,listening to the engine,,,3
Which of the following devices is common to both mechanical and hydraulic governors?,Motor,B,Direct linkage between the ball-head and fuel rack,A servomotor,A compensating device,Flyweights,,,4
Which of the following conditions will tend to increase the ignition delay period of combustion in a compression ignition engine?,Motor,B,Using a fuel oil with a higher cetane number.,Decreasing the air charge temperature.,Reducing the injected fuel oil droplet size.,Increasing the compression ratio.,,,2
A flexible coupling is located between the __________.,Motor,B,engine and the pinion,line shaft and tailshaft,pinion and the bull gear,thrust bearing and the worm gear,,,1
Exhaust pyrometer readings provide an indication of the __________.,Motor,B,effectiveness of water-cooled exhaust elbows,distribution of the load between engine cylinders,amount of fuel penetration into the engine cylinders,indicated horsepower of the engine cylinders,,,2
When is fuel injected into a cylinder of diesel engines?,Motor,B,Before air in the cylinder is compressed.,After air in the cylinder is compressed.,After combustion gases in the cylinder have expanded.,As air is taken into the cylinder.,,,2
Injection lag can be caused by __________.,Motor,B,improper timing of the intake valves,setting of the pump plunger,compressibility of the fuel,position of the needle valve,,,3
"To manually bypass a strainer or filter in a shunt type lube oil filtering system, __________.",Motor,B,"first, parallel the drain lines",turn the three-way valve,open the bypass valve to the sump and then close the isolation valves,close the isolation valves and then open the bypass valve,,,2
"If the raw water supply pressure for a diesel engine cooling system is below normal, you should check for a __________.",Motor,B,broken thermostat,clogged sea strainer,blown head gasket,cracked head,,,2
A change in the degree of fuel atomization in a diesel engine cylinder has the greatest effect on the __________.,Motor,B,cylinder air turbulence,fuel spray angle,fuel injection rate,combustion in that cylinder,,,4
"In most marine single reduction gear units, the bull gear is driven by the __________.",Motor,B,quill shaft,helical gear,pinion gear,differential gear,,,3
"The rate of pressure rise during the period following fuel  ignition process in a diesel engine, is influenced chiefly  by the __________.",Motor,B,percent of CO2,range of inflammability,theoretical fuel/air ratio,length of the ignition delay period,,,4
A change in engine speed is required before a governor is able to make a corrective movement of fuel rack.  This aspect of governing is commonly expressed as a percent and  is known as __________.,Motor,B,governor sensitivity,governor promptness,speed droop,isochronous governing,,,1
"On most diesel engines, the governor controls the output speed by __________.",Motor,B,controlling the amount of fuel injected into the cylinders,varying the speed of the turbocharger,adjusting the compression ratio,changing the timing of the fuel injection camshaft,,,1
Proper dispersion of fuel in a diesel engine cylinder is dependent upon the __________.,Motor,B,injection pressure,shape of combustion space,turbulence in combustion space,all of the above,,,4
Piston cooling fins are located __________.,Motor,B,on top of the piston crown,underneath the piston crown,at the base of the piston skirt,inside the cylinder liner cooling water jacket,,,2
"Compared to other fuel injection systems, unit injectors operate with virtually no __________.",Motor,B,injection lag,ignition delay,moving parts,control,,,1
"When cleaning a duplex strainer, it is important for __________.",Motor,B,the pressure to be bled prior to opening the compartment cover,the lube oil to be allowed to cool before removing the basket,the cleaning fluid used to be more viscous than the lube oil,a new cover gasket to be installed when reassembling the unit,,,1
"In a closed cooling water system, which of the following problems can cause the water pressure to fluctuate?",Motor,B,An open vent in the cooling system.,A fouled sea chest.,A restricted water passage in the engine.,Air entrained in the cooling water.,,,4
Why is it necessary to compress the air charge in the cylinders of a diesel engine?,Motor,B,To ignite the fuel.,To insure pumpimg losses are held to a minimum.,To increase fuel consumption.,To keep exhaust temperature low.,,,1
The average exhaust temperature of a two-stroke/cycle diesel engine with a turbine-driven supercharger is lower than a similar four-stroke/cycle diesel engine at equal loads because __________.,Motor,B,two-stroke/cycle diesel engines have a higher M.E.P. than four-stroke/cycle diesel engines,four-stroke/cycle diesel engine exhaust is cooled by scavenging air,two-stroke/cycle diesel engines have a lower M.E.P. than four-stroke/cycle diesel engines,the opening of the two-stroke/cycle diesel exhaust ports or valves occurs much later than in four-stroke/cycle diesel engines,,,3
Diesel fuel oil having a low cetane rating can result in __________.,Motor,B,improved cold weather starting,smoother engine operation,combustion knock,reduce ignition lag,,,3
"Besides the use of piston cooling fins to assist in cooling, they also provide extra strength for the piston __________.",Motor,B,skirt,crown,wrist pin,oil rings,,,2
Differential needle valves used in fuel injectors are directly closed by __________.,Motor,B,cam action,spring force,fuel oil pressure,firing pressure,,,2
A dirty lube oil strainer can result in __________.,Motor,B,crankcase dilution,low lube oil temperature,excessive oil consumption,low bearing oil pressure,,,4
"In a closed cooling system for a turbocharged, four-stroke/cycle diesel engine, fluctuating water pressure can be caused by __________.",Motor,B,improper venting of the cooling system,carrying the expansion tank water level too high,a totally clogged impeller in the cooling water pump,an incorrectly set cooling system temperature control,,,1
The governor controlling a diesel engine modulates  crankshaft RPM by adjusting the __________.,Motor,B,intake air supply,turbocharger speed,fuel injection pumps,engine speed droop,,,3
High exhaust temperature and black smoke exhausting from an auxiliary diesel engine can be caused by __________.,Motor,B,engine overload,low combustion temperature,plugged fuel nozzle holes,excessive compression pressure,,,1
Individual cylinder performance in a diesel engine is routinely determined by exhaust gas __________.,Motor,B,chemical analysis,pressure readings,pyrometer readings,infrared analysis,,,3
Any increase in the exhaust back pressure of a four-stroke/cycle diesel engine will __________.,Motor,B,reduce engine horsepower output,aid in silencing the exhaust noise,increase the mean effective pressure,contribute to effective cylinder scavenging,,,1
The driving force of a propeller is transmitted to the hull through the_____________.,Motor,B,bevel gear teeth,helically cut gear teeth,sleeve bearings,thrust bearing,,,4
"If fuel injection to a four-stroke/cycle diesel engine begins earlier than designed, ignition may be delayed because the __________.",Motor,B,cylinder compression pressure may not be high enough,cylinder compression temperature may be too high,fuel oil injection pressure may not be high enough,scavenge and purge process is incomplete,,,1
"In a full flow type lube oil system, the bypass relief valve will lift due to __________.",Motor,B,a clogged filter element,excessive lube oil pump discharge pressure,excessive lube oil flow,excessively hot lube oil,,,1
Which of the following problems can cause fluctuating pressures in the closed cooling system of a main propulsion diesel engine?,Motor,B,Defective temperature controls in the system.,Cavitation in the cooling water pump.,Opened vent in the cooling system.,Restricted water passages in the engine.,,,2
Which of the following statements is correct concerning diesel engine cooling water systems?,Motor,B,Each engine must have its own engine driven cooling water pump capable of providing cooling for all ranges of operation.,Propulsion engines with bores exceeding 200 mm are to be fitted with a means to display the cooling water temperature of each cylinder.,At least two independent sea suctions are to be provided for supplying water to the engine jackets or to the heat exchangers.,Suitable strainers are to be fitted between the circulating pumps and heat exchangers when sea water is used for direct cooling.,,,3
Sensitivity for a diesel engine governor is described as the __________.,Motor,B,governor's speed of response to variations in engine load,ability to maintain desired engine speed without speed fluctuation,percent of speed change necessary for corrective action by  the fuel control,ability to maintain constant speed regardless of engine load,,,3
Which of the following statements concerning the factors affecting ignition delay is correct?,Motor,B,An increase in intake air temperature will increase ignition delay.,An increase in coolant temperature will decrease ignition delay.,An increase in combustion chamber turbulence will increase  ignition delay.,An increase in compression ratio will increase ignition delay.,,,2
"Air motion is induced in a four-stroke/cycle diesel engine  cylinder to improve air fuel mixing, and is known as __________.",Motor,B,supercharging,scavenging,turbulence,swept volume charging,,,3
Maintaining the proper fuel oil temperature will result in  __________.,Motor,B,the elimination of valve wear,improved atomization,a decrease in cylinder blow-by,an increase in cylinder blow-by,,,2
Trunk type diesel engine pistons are effectively cooled when heat is __________.,Motor,B,radiated through the engine block,transferred to water cooled cylinder walls,conducted through the piston crown,transferred to escaping exhaust gases,,,2
The minimum fuel oil delivery pressure required for efficient injection depends primarily on the __________.,Motor,B,degree of cylinder air turbulence,maximum pressure in the engine cylinders during injection,quantity of the fuel to be injected,duration of the injection delay period,,,2
An increased pressure differential between the inlet and outlet of a strainer usually indicates the strainer is __________.,Motor,B,holed,fouled,clean,dry,,,2
A diesel engine with a combustion chamber located between the crowns of two pistons is known as a/an __________.,Motor,B,double-acting engine,opposed piston engine,single-acting engine,horizontal acting engine,,,2
"In a diesel engine, crosshatch on the liner surface aids in __________.; ; I.  rapid ring seating ; II. the retention of lube oil",Motor,B,I only is correct,II only is correct,both I and II are correct,neither I or II are correct,,,3
Persistent knocking in one cylinder of an eight cylinder diesel engine would MOST likely be caused by __________.,Motor,B,using fuel oil with low cetane number,a badly worn piston pin,a loose flywheel key,a loose bed plate bolt,,,2
"To successfully reduce an excessively high diesel engine exhaust gas temperature, you should __________.",Motor,B,reduce the engine driven fuel pump outlet pressure,retard the fuel injector timing to reduce power,increase the fuel rack setting,reduce the load on the engine,,,4
Which of the two events listed occurs simultaneously in a two-stroke/cycle diesel engine?,Motor,B,Exhaust and scavenging,Scavenging and compression,Ignition and expansion,Exhaust and compression,,,1
High exhaust back pressure will result in an increase in __________.,Motor,B,turbocharger efficiency,engine power output,carbon deposits on fuel injectors,cylinder scavenging,,,3
A loop or cross scavenged engine utilizes the motion of its pistons and a turbocharger to provide scavenging air.  Which of the listed mechanical designs prevents the air under the pistons from being pumped back through the scavenge ports during the piston power stroke?,Motor,B,Masked intake ports,Length of the piston skirt,Positive pressure from the blower,Lower liner seals,,,2
Which of the following statements concerning a closed type  fuel injection nozzle is true?,Motor,B,The hole type of a closed nozzle is self-cleaning.,Multi-hole type nozzles are only suitable for use in engines with precombustion chambers.,Most closed nozzles open inward under the pressure acting on the differential area of the needle valve.,The pintle type nozzles are most susceptible to carbon deposits building up in and around the orifice.,,,3
"To determine if the lube oil filter elements need changing, __________.",Motor,B,open the filter and inspect the elements,check the lube oil pump discharge pressure,check the lube oil header pressure,check the pressure drop across the filter,,,4
Combustion gas venting through the expansion tank can be caused by a __________.,Motor,B,leaking oil cooler,cracked cylinder head,leaking exhaust valve,worn piston ring,,,2
Diesel engine control can be obtained by the bridge __________.,Motor,B,at any time,only after the engine room control station is switched to 'bridge control',whenever the secondary station is switched to 'bridge control',with the approval of the chief engineer only,,,2
The direct cause of a crankcase explosion can be attributed to __________.,Motor,B,extremely hot scavenge air,excessive cooling water temperature,an overheated bearing,excessive lube oil in the crankcase,,,3
Which of the following statements is correct for the design and installation of diesel engine cooling water systems?,Motor,B,An alarm device with audible and visible signals is required for all cooling water systems.,Propulsion engines with bores over 200 mm are to be fitted  with cooling water thermometers at each cylinder.,Each totally enclosed cooling system shall be provided with a suitable head tank.,Drain cocks are to be provided at the lowest points of all cylinder water jackets.,,,4
Combustion knock can occur in the cylinders of a diesel engine under any condition permitting __________.,Motor,B,a shortened ignition delay period,a lean fuel/air mixture,excess fuel in the combustion chamber,rapid vaporization of injected fuel droplets,,,3
One of the most common methods in preventing a diesel engine piston pin from contacting the cylinder wall is by the use  of __________.,Motor,B,non-floating pin,tape rod bosses,snap rings,offset drilling,,,3
The injection pressure of a hydraulic fuel injection nozzle can be increased by __________.,Motor,B,increasing fuel oil booster pump pressure,increasing the injector nozzle orifice size,removing shims from under the nozzle spring,increasing compression on the pressure spring,,,4
"Many lube oil filters have pressure gages installed on both the inlet and outlet in order to indicate the pressure drop across the filter.  In normal operation, the pressure drop  will __________.",Motor,B,slowly increase,slowly decrease,remain the same,have no effect on filter operation,,,1
A cracked cylinder head on a diesel engine may be indicated by __________.,Motor,B,excessive lube oil consumption,water draining from the fuel leak off valves,combustion gases venting at the expansion tank,excessive fuel oil consumption,,,3
Control of the main propulsion diesel engines can be shifted from the engine room to the wheelhouse from the __________.,Motor,B,wheelhouse control station,engine room control station,captain's office,chief engineer's office,,,2
The possibility of a diesel engine crankcase explosion will be increased by operating an engine __________.,Motor,B,"with a crankcase vacuum between 1.5"" and 2"" of water",with a leaking crankcase inspection cover gasket,equipped with a crankcase exhaust blower which vents to fresh air,equipped with a turbocharger which utilizes a gear drive,,,2
"Exhaust pipes of multiple engine installations are not to be interconnected, but are to be run separately to the atmosphere __________.",Motor,B,unless arranged to prevent the return of gases to an idle engine,to a point not lower than the highest load line,at a location segregated from other ventilation systems,and shall be protected by a rain guard or similar device,,,1
Excessive diesel engine cylinder exhaust back pressure will be caused by __________.,Motor,B,slight timing discrepancies,heavy fuel injection,an obstruction in the exhaust silencer,a fouled intake manifold,,,3
A thrust bearing is used with a propulsion diesel engine to __________.,Motor,B,control axial movement of the crankshaft,transmit engine thrust to the propeller shaft,absorb vibrations in the propeller shafting,prevent propeller thrust from being transmitted to the hull,,,1
"In a large slow-speed propulsion diesel engine, the force applied to the piston is __________.",Motor,B,against the crosshead during power stroke and away from the crosshead during the compression stroke,against the crosshead during the compression stroke and away from the crosshead during the power stroke,against the crosshead during the power and compression strokes,away from the crosshead during the power and compression strokes,,,3
Fuel supplied by each unit injector on a two-stroke/cycle single acting diesel engine is directed into each cylinder  at a very high pressure through the __________.,Motor,B,high pressure fuel line,spill deflector,check valve,spray tip of the injector,,,4
Turbulence of the compressed air charge in a diesel engine  cylinder increases __________.,Motor,B,ignition lag,piston side thrust,the efficiency of the engine,compression pressure,,,3
A cracked cylinder head in an operating engine may be indicated by __________.,Motor,B,a steady flow of water from the expansion tank vent,combustion gases venting at the expansion tank,lower temperature at the cylinder head water discharge,water draining from the fuel leakoff lines,,,2
Combustion knock occurring in a diesel engine can be caused by __________.,Motor,B,excessive fuel penetration,prolonged injection lag,reduced ignition lag,prolonged ignition lag,,,4
Which of the following problems could develop due to the accumulation of oil vapors in the crankcase of a diesel engine?,Motor,B,Reduced lubrication,Poor fuel economy,Combustion knock,Crankcase explosion,,,4
Which of the following statements is a description of the combustion cycle?,Motor,B,The mechanics of engine operation.,The heat process which produces the force to initiate the movement of the engine parts.,The number of piston strokes involved.,The mechanical equivalent of heat.,,,2
The time between injection and ignition of the fuel is known as __________.,Motor,B,turbulence lag,after burning ratio,injection lag,ignition delay,,,4
"In using reduction gears to obtain efficient propeller speeds, __________.",Motor,B,they must be located at the after end of the engine,they can only be used with one engine at a time,they eliminate the need for controllable pitch propellers,they are connected to the engine with a flexible coupling,,,4
"During the power stroke, the side thrust of a trunk type piston is a result of the angle __________.",Motor,B,formed by the connecting rod and the cylinder center line,formed by the piston in relation to the piston pin,between the crankarm and crankpin,between the master and link connecting rods,,,1
"One problem resulting from a diesel engine fuel injector opening pressure being lower than specified by the engine manufacturer, is that the __________.",Motor,B,start of injection will always be retarded,duration of injection will always be reduced,quantity of fuel injected will always be decreased,quantity of fuel injected tends to be increased,,,4
Lube oil cannot be efficiently filtered if its __________.,Motor,B,viscosity is too low,temperature is too low,pump discharge pressure is higher than the system's pressure,pump capacity is greater than the system's needs,,,2
A crack in a cylinder liner can be caused by __________.,Motor,B,worn piston rings,installation of undersized sealing rings,operating the engine at low loads,restricted cooling water passages,,,4
An exhaust pipe from a internal combustion engine may not need to be insulated when __________.,Motor,B,installed on fishing vessels,it is of the water jacketed type,it is used as an emergency generator,special provision is made by the Chief Engineer,,,2
"When oil vapor, oxygen and hot spots are present at the same time within a crankcase, which of the following hazards could develop?",Motor,B,Explosion,Implosion,Misfire,Dieseling,,,1
"For a given size engine, the two-stroke/cycle diesel engine will deliver more power than a four-stroke/cycle diesel engine because __________.",Motor,B,it has a longer power stroke,more air gets into the cylinder each stroke,it develops twice as many power strokes at the same speed,higher combustion pressure is developed,,,3
A sudden drop in diesel engine cylinder compression pressure can be caused by __________.,Motor,B,a leaking fuel injector nozzle,a clogged air filter,excessively early fuel injection,malfunctioning valves,,,4
Ring groove inserts are occasionally used on aluminum alloy pistons to __________.,Motor,B,reduce the ring groove wear rate,seal against crankcase vapors,lessen the wear on aluminum parts of the cylinder,allow for the greater expansion rate of aluminum,,,1
The minimum speed an engine must attain before ignition can occur depends upon __________.,Motor,B,the type and size of the engine,the condition of the engine,ambient temperature,all of the above,,,4
Lube oil filters remove contaminants from oil more  efficiently if the oil being filtered is __________.,Motor,B,heated to reduce viscosity,cooled to increase viscosity,pumped rapidly through the filter,pumped through the filter under high pressure,,,1
Coolant can be lost from a diesel engine jacket cooling water system by leakage from __________.,Motor,B,cylinder head cracks,piping joints,pump seals leaking,all of the above,,,4
An automated diesel engine should normally shut down due to __________.,Motor,B,low lube oil temperature,high ambient air temperature,low lube oil pressure,high exhaust system back pressure,,,3
Which of the listed conditions is most likely to cause a crankcase explosion?,Motor,B,A high cooling water temperature,Fuel dilution of the lube oil,Excessive engine speeds,Improper lube oil viscosity,,,2
Which of the following statements pertains to propulsion engines with bores exceeding 200 mm?,Motor,B,There shall be a means to display the cooling water outlet  temperature of each cylinder.,All engines connected to controllable pitch propellers shall be of the direct reversible type.,The engines will be fitted with a means to display the exhaust gas temperature of each cylinder.,All of the above are correct.,,,3
"A V-12 four-stroke/cycle 500 horsepower diesel engine is operating under a normal load, the firing pressures are low and the exhaust temperatures are high.  Which of the following problems is the most probable cause of this condition?",Motor,B,Fuel pump rack setting is too far out.,The air intake filter is missing.,The exhaust back pressure is too high.,The fuel pump rack setting is too far in.,,,3
An overcorrecting and unstable engine governor operation is known as __________.,Motor,B,droop,dead banding,dash potting,hunting,,,4
What is the function of an engine's stationary parts?,Motor,B,To add power to the engine.,To keep the engine firmly attached to its supporting base.,To keep moving engine parts in their proper relative positions.,To rotate the crankshaft.,,,3
Proper filtering and straining of diesel fuel is important  because the __________.,Motor,B,fuel oil pump will overspeed if dirt is not removed,fuel oil transfer pumps cannot tolerate small amounts of grit in the oil,fuel injectors may be damaged by foreign particles in the fuel oil,dirty fuel will clog the intake air filter,,,3
Lube oil filters remove contaminants more efficiently if the oil being filtered is __________.,Motor,B,under high pressure,under low pressure,heated to reduce viscosity,cooled to increase viscosity,,,3
"Diesel engine automated control systems may utilize sensing devices of dual function, with sensing ranges providing both alarm and engine shut down capability.  Which of the key points listed would only require an alarm sensor?",Motor,B,Lube oil pressure and temperature,Jacket water pressure and temperature,Engine overspeed,Lube oil sump level,,,4
Crankcase explosions in propulsion diesel engines result from __________.,Motor,B,the splashing of lubrication oil by the crankshaft,the dilution of crankcase oil with particles of combustion,broken fuel lines spraying oil on the crankcase,the ignition of unburned fuel and air in the crankcase,,,4
Combustion knock occurring in a diesel engine can be caused by __________.,Motor,B,low coolant temperature,insufficient fuel,high ambient temperature,carbon buildup on the injector tips,,,1
Which of the items listed causes a direct acting mechanical governor to operate the engine fuel control linkage?,Motor,B,Hydraulic oil pressure,Servomotor action,Flyweight centrifugal force,Relay motion,,,3
Thin bronze rings are inserted in the face of some chromium plated piston rings to __________.,Motor,B,promote piston ring seating in the cylinder,prevent rapid wear on the ring face,provide better lubrication of the piston ring,produce an even glaze on the cylinder,,,1
The two strokes of a two-stroke/cycle diesel engine are __________.,Motor,B,power and intake,intake and exhaust,exhaust and compression,compression and power,,,4
Reduction gear casings are vented in order to __________.,Motor,B,allow windage to exist for cooling the gears,avoid a buildup of pressure within the gear case,minimize lube oil foaming within the case,allow for axial clearance between the gears,,,2
Which of the conditions listed may occur in an operating diesel engine if air pockets form within the cylinder head  circulating water passages?,Motor,B,Hydraulic stress and distortion will develop.,Hot spots will develop.,Fuel oil viscosity will increased.,An increase in trapped deposits of scale and dirt.,,,2
Air receivers installed in starting air systems are to be __________.,Motor,B,cylindrical in shape with service connections located at the top and bottom,opened and made available for inspection during biannual inspections,provided with automatic drain traps for the removal of moisture,so installed as to make the drain connections effective under extreme conditions of trim,,,4
Critical speed in diesel engines occurs when engine torque  pulsations become __________.,Motor,B,opposed to the crankshaft rocking couple,resonant with the crankshaft natural frequency,critical fore and aft crankshaft vibrations,horizontal whipping motions of the crankshaft,,,2
"In the Otto cycle, the fuel/air mixture is ignited at what  point and by what means?",Motor,B,At TDC by heat generated by compression.,Just before TDC by heat generated by compression.,Just before TDC by spark ignition.,At TDC by spark ignition.,,,3
Which of the listed reasons is the most likely cause of a sudden drop in compression pressure in one diesel engine cylinder?,Motor,B,Missing filter segment of an intake filter,Malfunctioning valves,Leaking fuel injector nozzle,Excessively early fuel injection,,,2
What is the function of the main thrust bearing?,Motor,B,Prevents lateral movement of the slow speed gear.,Transmits propeller thrust to the hull.,Keeps spring bearings in line.,Prevents main reduction gear axial movement.,,,2
Which of the construction techniques listed is used on new  piston rings to facilitate run-in or seating?,Motor,B,Special ring facings with a thin bearing surface of antifriction metal.,The oil control ring face is machined at an angle of 10 degrees.,"The ring diameter, when free, is machined slightly smaller  than the cylinder bore to allow for expansion at high combustion temperatures.",Oil control rings maintain continuous oil film.,,,1
Heat damage to fuel injection nozzles can be prevented by avoiding __________.,Motor,B,excessive fuel oil temperature,long periods of engine overload,metallic contact between nozzles and cylinder heads,hard carbon deposit and varnish on the nozzles,,,2
Failure to ensure proper venting of the cooling system of a diesel engine can result in __________.,Motor,B,excessive air charge density,priming in the expansion tank,failure of raw water pump shaft seals,local overheating and/or internal corrosion,,,4
"In a diesel engine, the time period between fuel injection  and ignition is usually defined as __________.",Motor,B,injection duration,ignition timing,precombustion lag,ignition delay,,,4
"Failure to open the diesel engine test cocks after a long period of shutdown, prior to starting may result in __________.",Motor,B,an air bound fuel system,damage to cylinder heads and pistons,excessive fuel injection,excessive air valve lift,,,2
"The knock occurring when a cold diesel engine is started and continues while running at low speed, but stops when the engine reaches normal operating speed and temperature, is __________.",Motor,B,caused by retarded injection timing,caused by a mechanical defect in one cylinder,caused by high fuel injection pressures,normal for these conditions,,,4
"If a diesel engine's exhaust temperature is abnormally high, the cause could be __________.",Motor,B,too light of a load,injection timing is too early,overloading of the engine,too low of a compression ratio,,,3
The ability of the governor to prevent fluctuations in engine speed is termed __________.,Motor,B,sensitivity,stability,promptness,speed droop,,,2
"In a simple mechanical governor, the __________.",Motor,B,centrifugal force rotates the ball-head,flyweight centrifugal force is balanced by spring force,flyweight centrifugal force is balanced by hydraulic pressure,speeder spring alone actuates the fuel control rod,,,2
"To minimize the formation of carbon deposits on fuel injection nozzles, you should __________.",Motor,B,avoid using liquid-cooled nozzles whenever possible,avoid low cooling water temperatures,avoid prolonged overloading of the engine,make certain the gasket seal between the nozzle and cylinder head is tight,,,3
"If the water level dropped rapidly in the expansion tank of a closed diesel engine cooling water system, you should suspect a __________.",Motor,B,loss of suction in the circulating pump,leak in the primary cooling system,broken raw water pump shaft,burned or cracked piston in one cylinder,,,2
Each receiver in a starting air system which can be isolated from a relief valve __________.,Motor,B,is to be provided with a suitable fusible plug to relieve the pressure in case of fire,will incorporate the use of an automatic unloading device,will not be approved for classification purposes,and satisfy U.S.C.G. regulations shall be approved,,,1
"The intake air ducting to a diesel engine should not draw from an area on deck where flammable vapors released from tanks are present, because __________.",Motor,B,flammable vapors will accelerate corrosion of the turbocharger,the engine may overspeed and the normal governor or overspeed trip will not be able to secure the engine,the flammable vapors will result in an excessively rich mixture which will increase the brake horsepower output,all of the above,,,2
A gear type flexible coupling is precision built for __________.,Motor,B,reduced torsional vibration and resonance,increased slip and maneuvering capability,high torque transmittal under limited misalignment  conditions,low axial thrust transmission under minimal alignment irregularities,,,3
A diesel engine piston ring face is in direct contact with  the __________.,Motor,B,top of the ring groove,cylinder liner oil film,bottom of the ring groove,back of the ring groove,,,2
Injectors for use with heavy fuel oil may be internally cooled by either water or light oil to __________.,Motor,B,prevent heat corrosion to internal components,increase fuel delivery rate and economy,prevent preignition,avoid carbonization of the nozzle tips,,,4
Which of the following conditions can cause oil to  accumulate in the cooling system of a diesel engine?,Motor,B,Excessive valve train lubrication.,Defective oil cooler core.,Excessive lube oil pressure.,Overfilled lube oil system.,,,2
Which of the types of reduction gearing listed is best suited for medium speed main propulsion units?,Motor,B,Hypoid,Helical,Cyclical,Spur,,,2
"When a nozzle tester is used to check the spray pattern of a fuel injection nozzle, __________.",Motor,B,the valve should pop at 1/2 the actual set pressure,the needle valve spring should be removed,the nozzle should be adjusted to operate within 500 psi of the specified opening pressure,blood poisoning may occur if the fuel spray penetrates the skin of the operator,,,4
Vessels having main engines arranged for air starting are to be provided with at least __________.,Motor,B,one automatic drain serving both containers,two air starting containers of approximately equal size,one control air container and one starting air container,one additional means of starting the main engine,,,2
Kingsbury thrust bearings are lubricated by __________.,Motor,B,flooding the thrust bearing assembly with oil,submerging oil wiper rings in an oil bath,pressure lubricating through internal passages,spraying oil directly on the thrust collar and shoes,,,1
